artist,title,date,genre,lyrics
Cardi B,Bodak Yellow,2017.06.23,랩/힙합,no lyrics
Rosalia,TKN,2020.05.28,랩/힙합,Cosa' de familiano la' tienen que escucha'Lo' capo' con lo' capo'y yo soy la mamaLos secreto' solo conquien pueda' confia'Mas-Mas te valeno romper la omertaHay nivele' para todo en esta vi'aNo?jodemo'?con?persona'desconocia'Ni un?amigo nuevo ni?una heria'Ni un amigo nuevo ni una heria'TKN TKN TKNNi un amigo nuevo ni una heria'TKN TKNNi un amigo nuevo ni una heria'Zoom en la cara Gaspar NoeE'to no dispara la vacieVVS VVS Dolce VitaMi mando esta duro dinamitaTatua' de pie' hasta la nucaVestia' de negro como KikaVVS VVS Dolce Vita VVSEl mando esta duro dinamitaLeche con azucarElla tiene medida' brazuca'Esa mami es una G YeahShe got hipsI gotta grip for YeahA lot of assdon't need to have moreI know it's sweet I like thatMmm-mmm Straight upI got word that it's wet welllet's drownToot it up back it upslap it downDon't say a wordof what you heardfrom when I came aroundIt's litYou get it firstyou get this work rightwhen you come in townYeahNeed you right here YeahKnow you the queen of givin' ideasNo more new friendsdon't bring the hype here OohKnow you got problemsbut it's not fairCosa' de familiano la' tienen que escucha'Lo' capo' con lo' capo'y yo soy la mama El papaLos secreto' solo conquien pueda' confia'Mas-Mas te valeno romper la omertaTKN TKN TKNTKN TKNNi un amigo nuevo ni una heria'La RosaliaStraight upNi un amigo nuevo ni una heria'
Travis Scott,THE SCOTTS,2020.04.24,랩/힙합,Let's go Let's goWe see the hype outsideright from the house UhTook it straight from outside Yeahstraight to the couchWe put the mic outside Yeah ahair that shit out MmYou lettin' the Scotts outside Yeahwe runnin' the scouts MmAin't no controllin'the game Yeah yeahthey never leave MmI got tats over my veins Yeah'cause that what I bleed MmShe drink a lot of the bourbon Yeahlike she from the street MmWe got control of the flowsand hoes YeahWe heard that your way went dry Yeahwe floodin' the drought uh MmHeard that your hood outside Yeahwe added some routes MmWe havin' the goods outsidemovin' it in and out MmYou lettin' the Scotts outsidewe runnin' the scoutsNigga the cops outside Yeahlock up the house Yeah yeahWe keep the team on high huhsome gold inthey mouth Yeah yeahNigga the Porsche outside huhwithout the topYeah yeah nigga yeahShe want a mimosa-sa Yeah yeahbring in the shotsYeah yeah yeahTell these phony bitches Beat itWith that photoshop on bodyAdobe help meShe in there makin' paninishe know I got all the breadShe know me got itI'm a hustler I'm in businessIt's been a minute sincemy niggas been on itHuh huhHowdy Cleveland boyhe makin' playThey said Cleveland boyhe done made a way heyHeaded for somewhere to goanywhere cinema these theseNiggas don't know where to goGotta keep givin' em heatheat YeahTell them we go double thoughTell them to add up the math mathAnd I been dealin' withso many thingsHaving so many dreamsLet's goIt's lit
G-Eazy,Him and I,2017.12.15,랩/힙합,no lyrics
NF,PAID MY DUES,2019.12.03,랩/힙합,Clicks clicks clicksthey'll do anything to get a fewTick tick tickthat's the soundbefore my head explodesQuit quit quit look at you upon your pedestalsQuick quick quickhere the critics comeit's time to goI read your articleit kinda hurt meI don't know who hired youor what your friends sayin your circleBut the fact that you releasedit tells me two things arefor certainThey get paidfor trashin' peopleI get paid'cause I stay workin' YeahDropped The Searchand they emerge up outtanowhere to the surfaceJust to peek behind the curtainthrowin' salt at all my burdensI'm aware I shouldn't givethis my attentionlife's a journeyI should just stay on my pathand learn to laughyou think they heard meEars are burning put 'em outquiet quiet look aroundWhy don't they find someone waymore interesting to write aboutUs we're kinda boringaren't weAll we do is whine and poutIt's confusing so amusinghow I argue with myself helloI spit it with easeso leave it to meYou doubt itbut you better believeI'm on a rampagehit 'em with the record releaseDepend on the weekI'm prolly gonna have to achieveAnother goal let me gowhen I'm over the beatI go into beast modelike I'm ready to feastI'm fed up with these thievestryna get me to bleedThey wanna see me take an LYup see what I meanHow many recordsI gotta give you to getwith the programTaken for grantedI'm 'bout to give youthe whole planOpen your mind upand take a look at the blueprintDebate if you gottabut gotta hold it with both handsTo pick up the barsyou gotta be smartYou really gotta dig in your heartIf you wanna get to the rootof an issuePursuin' the mental can be darkand be difficultBut the pay off at the endof it can help you to getthrough itayyPaid my duesmade it through Woo woo wooSpread the news I'm on the looseWoo woo wooMakin' moves I need some roomWoo woo wooThought we's coolWell don't assumedon't assume ayyI'm the truth ohthey want some proofHere don't be rudeSomethin' neweven when I loseI make it look coolDo the showthen we hit the roomwife is lookin' ohWhat to doI don't need the shades upto like the viewYeah View viewIt's time to get backin the swing of thingsWhen my life crashesI'm not the guythat'll flee the sceneI'll take ownershipand own it and raisemy hand if it's meJust remember thoughI'm only a manI'm a human beingDon't they seeShoot the breezeI'd rather just stay discretePeople claimthey're in your cornerbut leave you in times of needThey don't listendo they WhatThey don't listen to anythingI'll accept adviceif it's not presented ignorantlyLook costs are highthey multiply then cause dividesI'm forced to fight the poisonI beenSippin' on has quite the biteit killed me twiceThey rigged the lightsso y'all can see the partsof mineThat aren't so brightsee often I apologizeThen authorize the awful timesto pop up NateLike I'm right behind youI'd advise you not to try toClimb inside the mind like I doKeep the rhyme bookexpedite it overnight itHold it tight and hopethat time is on my side'Cause if it's notthen I'll decide to overrideMy own demiseI tow the line too close and ICould improviseI'd empathize but recognizeThe fact that I could jeopardizeand wreck our livesYou better give meyour attention the undividedPaid my dues made it throughWoo woo wooSpread the news I'm on the looseWoo woo wooMakin' moves I need some roomWoo woo wooThought we's coolWell don't assumedon't assume ayyPaid my dues made it throughWoo woo wooSpread the news I'm on the looseWoo woo wooMakin' moves I need some roomWoo woo wooThought we's coolWell don't assumedon't assume ayy
Soulja Boy Tell`em,Kiss Me Thru The Phone (Feat. Sammie),2008.01.01,랩/힙합,Baby u kno that I miss uI wanna get wit chuTonight but I can't nowBaby girl and that's the issueGirl u kno I miss uI just wanna kiss uBut I can't rite now so babyKiss me through the phoneKiss me through the phoneI see u lata onKiss me through the phoneKiss me through the phoneI see u when I get homeBaby I kno that u like meU my future wifeySouljaboytellem Yeahu can be my boonieI can be ya clydeU can be my wifeText me call meI need u in my life Yeaall day Everyday I need yaAnd eveytime I see yaMy feelings gets deeperI miss ya I miss yaI really wanna kiss ya But I can't678 triple 9 8212Baby u kno that I miss uI wanna get wit chuTonight but I can't nowBaby girl and that's the issueGirl u kno I miss uI just wanna kiss uBut I can't rite now so babyKiss me through the phoneKiss me through the phoneI see u lata onKiss me through the phoneKiss me through the phoneI see u when I get homeBaby I've been thinkinLately so much about uEverything about uI like it I love itKissing u in publicThinking nothing of itRoses by the dozenTalkin on da phoneBaby u so sexyYa voice is so lovelyI love ya complexionI miss ya I miss ya I miss yaI really wanna kiss ya But I can't678 triple 9 8212Baby u kno that I miss uI wanna get wit chuTonight but I can'tNow baby girl and that's the issueGirl u kno I miss uI just wanna kiss uBut I can't rite now so babyKiss me through the phoneKiss me through the phoneI see u lata onKiss me through the phoneKiss me through the phoneI see u when I get homeShe call my phone likeWe on da phone likeWe takin pics likeShe dial my numba like678 triple 9 8212Baby u kno that I miss uI wanna get wit chuTonight but I can'tBaby girl and that's the issueGirl u kno I miss uI just wanna kiss uBut I can't rite now so babyKiss me through the phoneKiss me through the phoneI see u lata onKiss me through the phoneKiss me through the phoneI see u when I get home 
Eminem,Lucky You (Feat. Joyner Lucas),2018.08.31,랩/힙합,WoahJoyner JoynerYah yah yaYeahI done did a lot of thingsin my dayI admit it I don't take backwhat I sayIf I said it then I meant itAll my life I want a GrammyBut I prolly never get itI ain't never had no trophyor no mother fuckin' ribbonFuck the system I'm that niggaBend the law cut the rulesI'm about to risk it allI ain't got too much to loseY'all been eating long enoughIt's my turn to cut the foodPass the plateWhere my drinkThis my day lucky youFuck you too woahY'all gotta movey'all gotta movey'all gotta moveGive me some roomgive me some roomgive me the juiceHop out the coupehop out the coupehow bout I shootY'all gotta movey'all gotta movegive me the juiceBack on my bullshitmy back to the wall turnMy back on youall you turn to finishBack to these bulletsit's back to the jobPut the mac on all of you runnin'Back on my hood shit it's backto the pushing these packsand I'm actually pumpin'Can't fuck whatchu rappingYou practically suckin'you might've went platinumbut that don't mean nuthin'I'm actually buzzin' this timeStraight out the kitchenI told them the oven is mineI do not fuck witchu guysIf I don't care you just knowthat you gonna suffer this timeI ain't no gangsterbut I got some bangingSome chains and some bladesand a couple of knivesChoppers and jammiesa partridge in a pear treeMy twelve days of Christmaswas nothing but liesWhy don't you hollalike a sumo sumoThey say I talk like a chuloI live in Mars I'm not BrunoBitch I'm a dog call me CujoYou play your cardsI reverse on you allAnd I might just drop fourlike an UnoCallate la bocaAnd all of you culoThey've invented a level up inthe ghetto lookin to prollythey can never find outirrelavent and tell em toYou would never really want anigga like me tied downI've been aloneand never needed nobodyJust only me and my shottyI'll tell these niggas to lie downKeep all of the moneyI never wanted the lifestyleI just pray to God that my sonbe alright nowI said ain't no lovefor the other sideOr any one who ever want smokeI said when I die I'm going outas the underdogwho never lost hopeYou in the wrong cabdown the wrong pathNigga wrong way wrong roadSnakes in the grasstryna slyther fastI just bought a motherfuckin'lawn mowerI have said a lotta thingsin my dayI admit it this is paybackin a wayI regret it that I did itI done won a couple Grammysbut I sold my soul to get 'emWasn't in it for the trophiesjust the fuckin' recognitionFuck's the differenceI'm that cracker Bend the lawfuck the rulesMan I used to risk it allnow I got too much to loseI been eating long enoughMan my stomach should be fullI just ate lick the plateMy buffet lucky mefuck you think wooI got a couple of mansionsStill I don't have any mannersYou got a couple of ghost writersBut to these kidsit don't actually matterThey asking mewhat the fuck happenedto hip-hopI said I don't have any answerscause I took an Lwhen I droppedmy last album and ithurt me like hellbut I'm back on these rappersAnd actually comingfrom humble beginningsI'm somewhatof uncomfortable winningI wish I could saywhat a wonderful feelingWe're on the upswinglike we're punching the ceilingBut nothing is stealingLike anyone has a fuckingability to even stick to a subjectIt's killing methe inability to pin humilityWhy don't we make a bunchof fuckin songs about nuthinAnd mumble oh fuck itI'm goin' for the jugularShit is a circusYou clowns that are comin updon't give an ounce of motherfuck about the ones that werehere before you to make rapsLet's recapWay back MC's thatRecap and take DexEight DATs with the G raps andKane's at we need three stacksASAP and bring Masta Ace backBecause half of these rappershave brain damageAll the lean rappin' face tatssyruped out like tree sapI don't hate trapand I don't wanna seem madBut infact would't old meat the same catthat would take thatFeedback and aim back I need thatBut I think it's inevitablethey'd have a button to pressor a lever to pull that would giveme the snap tho little bitchAnd if I paid attentionthen I'd probably bemakin' it bigger butyou've been taking the dickson the fuckin' back hoe get itAnd about to break any minuteit got me thinkinof finishin everythingWith acetomenophinthen reapin' the benefitsI'mma sleep at the at the wheelagain as I'm thinking about anevil thats in it and thenI'mma beat up and kill himCause even if I gotta end upeating a pill again ketamineor methenamine or anything itbetter be at least 70 to 300mgI might as well because Imma endup being a villain againNever should've gotten an elevatorYou could never say to meI'm not a fuckin record breakerI sound like a broken recordevery time I break a recordNobody could ever take awaythe legacy that I have madeA mother fucker ain't got aright to be this wayI got spite inside my DNABut I workuntil my wheels fall offI work tirelessly ayeIt's the moment y'allhave been waiting forLike Californiawishin' rain'd pourAnd that drought y'allhave been praying forMy downfallFrom the 8 Mile to the SouthpawStill the same Marshallthey outlawThat they say is a writerMight have fell ofbut got back up onthat bull like a cowboyY'all gotta movey'all gotta movey'all gotta moveGive me some roomgive me some roomgive me the juiceHop out the coupehop out the coupehow bout I shootY'all gotta movey'all gotta movegive me the juice
Young Thug,Gang Up,2017.04.14,"랩/힙합, 국외영화",Oh yeahYeah yeah yeah yeahI'm with the gang ganggang and we 'bout to go upSwitching lanes it's a thangevery time we show upYou a lame lame lameand you so below usBet your hoe she know us'Cause you know we blowed upWe stay downAnd came up and came upWe stay downWe came up the gang up2 Chainz YeahI'm a villainous winnerWith precision I'm killingRepresent the religionEnded up independentTook my car to the clinicLet 'em check all the vitalsMiddle finger to rivalsMichael Jackson my idolStill ducked in a pie holeTalk to the plug every dayexcept Cinco de MayoI still got me a CarloStill got money CarloYour car running so badit stink up to your parlorCall my rollie a RaloCall my AP a appI ain't talking seat-beltswhen I say that I'm strappedI'm in love with my side hoeI sneak up through the side doorI'ma show you what we ride forI'ma show you what we die forI'm with the gang ganggang and we 'bout to go upSwitching lanes it's a thangevery time we show upYou a lame lamelame and you so below usBet your hoe she know us'Cause you know we blowed upWe stay downAnd came up and came upWe stay downWe came up the gang upI'm in my same lanelane that ain't gon'ever change upI blow the brain out the rangelike a tasandraHere's RIP to Paul Walker homiehe gotta stand upWe had you main on usno we got stains on usAnd all we gotta do is stay downand come up while they flexin'What we gotta doYeah I got her Indianand she WesternYeah just say so moneyyour best friendThen that fastand furious started nestingSay I'm bout to go take off on youTake off on youIs staying is you rollinglike a scrolleryes you areYour ready to take offlike a 1980 CokeHe know that Instagram shitare you gon' post thatI'm with the gang ganggang and we 'bout to go upSwitching lanes it's a thangevery time we show upYou a lame lamelame and you so below usBet your hoe she know us'Cause you know we blowed upWe stay downAnd came up and came upWe stay downWe came up the gang upYeah I'm always with my gangWe always ready to ride 'casefor the squadwe'll do anythingStay down we'll never changeWe always gon' stay the samePut you in checkwhen you outta placeI try to tell 'em not to messwith my gang gang gangWe do what we gotta doand don't complain-plain-plainI'm on the roadI'm probably fresh upoff the planeplane planeKnow you heard about meI do my thang thang thangI got the world on my backI put your girl on her backI did it all on my ownNow there ain't no turning backAnd my whole squad got my backAnd shawty so bad I asked herif she repped the gangshe said FactsGang gang gangI'm with the gang ganggang and we 'bout to go upSwitching lanes it's a thangevery time we show upYou a lame lame lameand you so below usBet your hoe she know us'Cause you know we blowed upWe stay downAnd came up and came upWe stay downWe came up the gang up
Kendrick Lamar,LOYALTY. (Feat. Rihanna),2017.04.15,랩/힙합,no lyrics
Wiz Khalifa,Black And Yellow,2010.09.14,랩/힙합,no lyrics
JACKBOYS,GATTI,2019.12.27,랩/힙합,"AXLHahaha, huh? HahahaTired of niggas cappin'(Tired of niggas cappin')Trap House vibesNiggas frontin' their jewels(Yeah, this is a Melo beat)They ain't expectin' this one(And it's like that)Facts, my bitch love coco (Haha)Woo back, baby (Woo back, baby),woo (Haha, yeah)Let me see some,okay, okay (I see ya), okay, okayLook, you cannot say Popand forget the Smoke (Yeah)I'm from the Flosswhere niggas tote (Woah)They couldn't be Crips,so they turned Folks (Bah)Drivin' throughthe 'Ville, droppin' the cho (Brr)I gotta laugh,'cause these niggas jokes (Haha)Dread like, ""Who these niggas?""(Who these niggas?)""I don't know"" (I don't know),but I'm on go (Woo)And I'm in that Bugatti,movin' two hundred (Bah)Givin' pumps, like, ""Who shot ya?"" (Brr)Me and Trey,that's four choppers (Woo)Man down (Woo),all you see is helicopters (Grr)Paramedics pick him up,they gon' send him to the doctor(That nigga)I'm in the hood like an engine,revvin' (Trey, get that nigga)My checks is clearin' (Woo, woo),your checks is pending (Woo, woo)And I got a couple gangstas,let me know (It's a fact)If you want smoke (If you want smoke)'Cause boy I can send 'em(Boy I can send 'em)And I got a bad bitch, ass up (Hahaha)Face down (Face down), yeah,she love doggy style (Uh-huh)And she got a Louis bag (Yeah),that hold the extendo (Woo, woo)Okay, okay (Okay, okay)Okay, okayFacts, my bitch love coco (Haha)Woo back, baby (Woo back, baby), wooLet me see some,okay, okay (I see it),okay, okay (Turn around)My bitch love coco (Haha)Woo back,baby (Woo back, baby), wooLet me see some,okay, okay (I see it),okay, okay (Right)Got it jumpin out the zoo,seein' red, seein' blue (Yeah)Young La Flame, how it moves,Pop Flare how it- (Woo)Bring my hands out,try to hide my faceDuck away, she wanna lay upand hibernate (Yeah)I took a chance,it's a lot to takeI took a right,ended up right away (Straight up)She need a chunk,not a piece (Alright)It cost me three for the keys (Keys)Not the work but the VShe let it twirl to the beatI send the work,bet it reach (Reach)Wearin' pearls,expensive beads (Beads)I only hurl at my peeps (It's lit)Cuts, diamond cuts,I done popped a blueTwo cups of the stuff, now I'm upCoco Chanel when she tuck itWe bunk,get a nut (Nah-nah-nah-nah-nah)My bitch love coco (Haha)Woo back,baby (Woo back, baby), wooLet me see some,okay, okay (I see it),okay, okay (Turn around)My bitch love coco (Haha)Woo back,baby (Woo back, baby), wooLet me see some,okay, okay (I see it),okay, okay (Turn around)"
Kanye West,All Of The Lights,2010.01.01,랩/힙합,no lyrics
NF,When I Grow Up,2019.07.26,랩/힙합,Yeah when I grow upyou know what I wanna beTake a seatlet me tell you my ridiculous dreamsI wanna rap yeahI know it's hard to believeAnd I can tell you're already thinkin'I will never succeedBut I'm okay with itI admit the lyrics are weakI been workin' on 'emI'll be good eventuallyI understand you gotta crawlbefore you get to your feetBut I been running for a whilethey ain't ready for me ahI know this probablyisn't really realisticAnd honestlyI might not ever make a differenceBut that don't make a differenceI'ma have to risk itI been crunchin' numbersyou ain't gotta be a mathematicianTo see the odds ain't rootin' for meI can't lie thoughit's kinda how I like it to beThe underdog yeahyou probably thinkyou know what I meanBut what I'm saying isthey ever push meI'm gonna swing yeahI could go to collegeget in debt like everybody elseGraduate and probably get a jobthat doesn't pay the billsThat don't make a lot of sense to meforget the Happy MealsI don't like the dollar menuI would rather make a mealHuh Make a mil'Nah I said make a mealHome cookin' get the grillhow you want it Pretty wellEverything I see is overdone to meI'm not AdeleBut I'ma get a record dealand say hello to mass appealWhen I grow upI just want to pay my billsRappin' about the way I feeloh yeahI just want to make a couple mil'Leave it to the fam in the willoh yeahI just want to sign a record dealMaybe buy a house up in the hillsoh yeahMight not be the best in my fieldBut I guarantee that I'ma die realWhen I grow upYeah ayyWhen I grow upYeah yeah ayyI'ma make 'em notice merhymin' like it's poetryEverything I overseeI just like to overthinkMockin' me you pay the feeno return and no receiptsThose of you that don't believequiet you don't know a thingQuiet when I'm tryna singquiet when I'm making beatsQuiet when I'm tryna thinksorry I don't mean to screamI just feel like no one reallygets me and it's sad to see'Cause somedayI'ma grow up and show all of youit's meant to be yeahAnybody wanna hear me rap NoCome onlet me play a couple tracks NoCome onI can spit it really fast NoYou think I should throw thisin the trash NoTricked you hatersgo away before I hit youI am not a beggar or a kiss upYou don't understandWell I forgive youI am not a quitteryou ain't really think that did youMaybe somedayI could even be up on the radioHave a tour bus and maybeeven play a couple showsEverybody in the crowd singin'every word I wroteTellin' me that I am not the only onethat feels aloneHuh You feel aloneYeah I kinda feel aloneWonder if that feelin' ever goes awaywhen you get oldWill I ever make it as an artistI don't really knowMight not make a lot of doughI'ma have to try it thoughWhen I grow upI just want to pay my billsRappin' about the way I feeloh yeahI just want to make a couple mil'Leave it to the fam in the willoh yeah yeahI just want to sign a record dealMaybe buy a house up in the hillsoh yeah okayMight not be the best in my field ayyBut I guarantee that I'ma die realayy ohWhen I grow upI just want to pay my bills wooRappin' about the way I feeloh yeah yeah the way I feelYeah I just want tomake a couple mil' ayyLeave it to the fam in the willoh yeah to the fam in the willI just want to sign a record deal wooMaybe buy a house up in the hillsoh yeah a house up in the hillsYeah I might not be the bestin my field ayyBut I guarantee that I'ma die realWhen I grow up
Black Eyed Peas,The Time (Dirty Bit),2010.01.01,랩/힙합,This is internationalBig mega radio smasherI've had the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youOh I have the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youDirty bitDirty bitI came up in here to rockLight a fire make it hotI don't wanna take no picturesI just wanna take some shotsSo come on let's goLet's lose controlLet's do it all nightUntil we can do it no moreKeep on rocking to the soundTurn it up and watch it poundWe gon' rock it to the topUntil the roof come burnin' downGet hot in hereThe temperatureHas got these ladiesGetting freakierI got freaky freaky babyI was chilling with my ladiesI didn't come to get boogieI came here to get crazyI was born to get wildThat's my styleIf you didn't know thatWell baby now you know nowCause I'mHavin'A good timeWith youI'm tellin' youI've had the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youOh I have the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youDirty bitDirty bitAll these girls they like my swaggerThey callin' me Mick JaggerI've been rolling like a stonedJet setter jet laggerWe ain't messin' with no maggotsMessing with the baddestChicks in the clubHoney what's upMirror mirror on the wallWho's the baddest of them allIt's gotta be the aplI'm the mack daddy y'allHey it's better step backLadies don't load your actI'm the party applicationRock it just like thatThis is internationalBig mega radio smasherCause I'mHavin'A good time with youI'm telling youI've had the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youOh I have the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youI've had the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youOh I have the time of my lifeAnd I've never felt this way beforeAnd I swear this is trueAnd I owe it all to youDirty bit 
Lil Jon,Bend Ova (Feat. Tyga),2014.07.22,랩/힙합,no lyrics
070 Shake,Guilty Conscience,2020.01.17,랩/힙합,My mind won't let me restVoice in my headI hear what it saidI can't trust a thingIf I picked up and leftHow fast did you forgetResting while I'm inside your presenceI don't want to think nothing badThis time I won'tThis time I won'tFive AM when I walked inCould not believe what I saw yeahYou on another one's bodyGhosts of the past came to haunt meI caught you but you never caught meI was sitting here waitin' on karmaThere goes my guilty conscienceThere goes my guilty conscienceFive AM when I walked inCould not believe what I saw yeahYou on another one's bodyGhosts of the past came to haunt meI caught you but you never caught meI was sitting here waitin' on karmaThere goes my guilty conscienceThere goes my guilty conscienceNo I won't let you stayThanks for the hoursThanks for the daysIf I see your eyesI turn to stoneI look awayI gotta goGone for the week don't bother'Til pigs fly shit keep on callingI've been working for me not sorryNext time that we speak I'll be calmNext time that I go in I'm all inWhy you so close but you feel so farYou look like the moon in the morningJaded faded almost goneResting while I'm inside your presenceI don't wanna think nothing badGoodnights are never reallygood nights nights nightsFeel something that's heavy insideFive AM when I walked inCould not believe what I saw yeahYou on another one's bodyGhosts of the past came to haunt meI caught you but you never caught meI was sitting here waitin' on karmaThere goes my guilty conscienceThere goes my guilty conscienceFive AM when I walked inCould not believe what I saw yeahYou on another one's bodyGhosts of the past came to haunt meI caught you but you never caught meI was sitting here waitin' on karmaThere goes my guilty conscienceThere goes my guilty conscience
